trajectory_id,instance_id,repo,total_tokens,assistant_turns,total_tool_calls,exit_status,ends_with_submit,is_error_or_timeout,resolved,has_patch,patch_length,avg_observation_length,num_observations,unique_action_ratio,test_alignment_score,redundant_cmds_ratio,error_retry_count,total_action_pairs,obs_noise_char_ratio,obs_utilization_ratio,truncation_ratio,outcome_success,step_efficiency,observation_noise,action_diversity,composite_Q,passes_gate,b1_redundant_commands,b2_error_retry,b3_step_count_ratio,c1_observation_cleanliness,c2_action_diversity,c3_observation_utilization,efficiency_score,style_score,composite_score
chatcmpl-a0e8c3dbf8b9b6f3000c7765d64eefaf,lebedov__msgpack-numpy-43,lebedov/msgpack-numpy,32462,45,45,submit,True,False,1,True,9653,3296.733333333333,45,0.9111111111111112,1.0,0.0222222222222222,0,44,0.0081899253806798,0.543859649122807,1.0,1.0,0.888888888888889,0.6703266666666667,0.7030880757488776,0.8986355853526656,True,0.9777777777777776,1.0,0.8326530612244898,0.99181007461932,0.7030880757488776,0.543859649122807,0.9163265306122448,0.6234738624358422,0.7699001965240435
chatcmpl-fac394a4285e478d640c9d936e1de4f5,tylerwince__pydbg-4,tylerwince/pydbg,17405,33,33,submit,True,False,1,True,3315,1084.3636363636365,33,0.8787878787878788,1.0,0.0909090909090909,1,32,0.0199251061927118,0.5121951219512195,1.0,1.0,1.0,0.8915636363636363,0.7913056884289326,0.9628651142974388,True,0.9090909090909092,0.9,0.87,0.9800748938072882,0.7913056884289326,0.5121951219512195,0.885,0.651750405190076,0.768375202595038
chatcmpl-b5a913b551047673ba445378f569002c,j-towns__craystack-16,j-towns/craystack,53693,79,79,submit,True,False,1,True,11431,1709.3291139240507,79,0.8481012658227848,1.0,0.0253164556962025,1,78,0.0114783355672889,0.6129032258064516,1.0,1.0,0.6329113924050633,0.8290670886075949,0.7151513883358975,0.8724574806057417,True,0.9746835443037974,0.9,0.8449438202247191,0.9885216644327112,0.7151513883358975,0.6129032258064516,0.8724719101123596,0.6640273070711746,0.7682496085917672
chatcmpl-57a8115b1fc467bf5440418cf6f49c7e,adamchainz__apig-wsgi-53,adamchainz/apig-wsgi,25495,31,31,submit,True,False,1,True,909,2749.451612903226,31,0.9032258064516128,1.0,0.064516129032258,1,30,0.1294451679513803,0.5609756097560976,1.0,1.0,1.0,0.7250548387096774,0.7247604528095003,0.9312342710874016,True,0.935483870967742,0.9,0.8860759493670887,0.8705548320486196,0.7247604528095003,0.5609756097560976,0.8930379746835444,0.642868031282799,0.7679530029831717
chatcmpl-f229fc7b167f69302ece44bba2997de8,lebedov__msgpack-numpy-43,lebedov/msgpack-numpy,27732,37,37,submit,True,False,1,True,27982,2888.2702702702704,37,0.945945945945946,1.0,0.0,0,36,0.0099938240413227,0.4727272727272727,1.0,1.0,1.0,0.711172972972973,0.6996761881859407,0.92664356476454,True,1.0,1.0,0.8979591836734694,0.9900061759586772,0.6996761881859407,0.4727272727272727,0.9489795918367347,0.5862017304566067,0.7675906611466707
chatcmpl-82f87c702fcc5d04bba5a6d2dab9676a,exxamalte__python-georss-qld-bushfire-alert-client-30,exxamalte/python-georss-qld-bushfire-alert-client,29651,39,39,submit,True,False,1,True,14944,1966.4102564102564,39,0.9230769230769232,1.0,0.0,1,38,0.0549876124657712,0.6060606060606061,1.0,1.0,1.0,0.8033589743589744,0.7138609522538805,0.9418899413792342,True,1.0,0.9,0.8454545454545455,0.9450123875342288,0.7138609522538805,0.6060606060606061,0.8727272727272728,0.6599607791572433,0.766344025942258
chatcmpl-31342621a1678b753d8fe4613ffb3de2,stephenhillier__starlette_exporter-89,stephenhillier/starlette_exporter,35258,37,37,submit,True,False,1,True,21514,4432.324324324324,37,0.8648648648648649,1.0,0.054054054054054,2,36,0.0032805678187272,0.5576923076923077,1.0,1.0,1.0,0.5567675675675676,0.7668888449766371,0.9102040196327988,True,0.945945945945946,0.8,0.9403508771929824,0.9967194321812728,0.7668888449766371,0.5576923076923077,0.8701754385964913,0.6622905763344724,0.7662330074654818
chatcmpl-bf8a2b4a9b30d91f417b10b7f8928899,python__cherry-picker-23,python/cherry-picker,31586,42,42,submit,True,False,1,True,789,3237.8809523809523,42,0.9523809523809524,1.0,0.0238095238095238,1,41,0.0780860498121199,0.5189873417721519,1.0,1.0,0.9523809523809524,0.6762119047619048,0.735315204911424,0.9154394966816186,True,0.9761904761904762,0.9,0.9103448275862068,0.92191395018788,0.735315204911424,0.5189873417721519,0.9051724137931034,0.6271512733417879,0.7661618435674457
chatcmpl-1d934e5fc638d9d9d43bca8b90790ad5,cytomining__pycytominer-238,cytomining/pycytominer,37231,63,63,submit,True,False,1,True,3709,1652.5873015873017,63,0.8253968253968254,1.0,0.1111111111111111,1,62,0.0568132701968054,0.5841584158415841,1.0,1.0,0.7936507936507936,0.8347412698412698,0.7991380632152735,0.9138551555278766,True,0.8888888888888888,0.9,0.78,0.9431867298031946,0.7991380632152735,0.5841584158415841,0.8400000000000001,0.6916482395284288,0.7658241197642144
chatcmpl-e1ff18f9deec2d3a3913bc260c0e6779,fabiobatalha__chess_master-12,fabiobatalha/chess_master,30453,40,40,submit,True,False,1,True,1248,1688.075,40,0.925,1.0,0.05,1,39,0.0205115294047954,0.71875,1.0,1.0,1.0,0.8311925,0.6431984785579781,0.9389987228557978,True,0.95,0.9,0.8,0.9794884705952046,0.6431984785579781,0.71875,0.8500000000000001,0.680974239278989,0.7654871196394946
chatcmpl-eea3ac9d5ac9ca083549a1d701d1cc57,PyCQA__mccabe-47,PyCQA/mccabe,29933,68,68,submit,True,False,1,True,17957,1310.8970588235295,68,0.7647058823529411,1.0,0.1029411764705882,0,67,0.0052388911948486,0.6363636363636364,1.0,1.0,0.5882352941176471,0.8689102941176471,0.624622972752943,0.8604459002164708,True,0.8970588235294118,1.0,0.8,0.9947611088051512,0.624622972752943,0.6363636363636364,0.9,0.6304933045582897,0.7652466522791448
chatcmpl-db242e68fda680a0a7ee113703a0ab9a,jaraco__zipp-60,jaraco/zipp,26221,43,43,submit,True,False,1,True,18853,2229.7906976744184,43,0.9302325581395348,1.0,0.0232558139534883,1,42,0.0389962557753882,0.5576923076923077,1.0,1.0,0.9302325581395348,0.7770209302325581,0.7125253609966413,0.9238521872624548,True,0.9767441860465116,0.9,0.8900900900900901,0.9610037442246118,0.7125253609966413,0.5576923076923077,0.8950450450450451,0.6351088343444745,0.7650769396947599
chatcmpl-986e9cf84e9015997c5a635ac4a1426f,reata__sqllineage-41,reata/sqllineage,22763,41,41,submit,True,False,1,True,838,3145.5365853658536,41,0.8780487804878049,1.0,0.073170731707317,1,40,0.0036908666558111,0.5,1.0,1.0,0.975609756097561,0.6854463414634147,0.7154399854734633,0.9194829009863708,True,0.926829268292683,0.9,0.94375,0.9963091333441888,0.7154399854734633,0.5,0.921875,0.6077199927367316,0.7647974963683658
chatcmpl-e43aa5d437881a8a86d4a0154f77d490,hhm970__c10-games-tracker-project-88,hhm970/c10-games-tracker-project,35966,52,52,submit,True,False,1,True,1450,1599.0192307692307,52,0.8461538461538461,1.0,0.1153846153846153,1,51,0.0473848152112472,0.7586206896551724,1.0,1.0,0.9615384615384616,0.8400980769230769,0.6685460021828167,0.9351770040644356,True,0.8846153846153846,0.9,0.7272727272727273,0.9526151847887528,0.6685460021828167,0.7586206896551724,0.8136363636363637,0.7135833459189945,0.7636098547776791
chatcmpl-7598d547f00ac8937c5af7e7b13098c5,mherrmann__gitignore_parser-38,mherrmann/gitignore_parser,21575,30,30,submit,True,False,1,True,2645,2970.4,30,0.8666666666666667,1.0,0.0666666666666666,0,29,0.0544707783463506,0.45,1.0,1.0,1.0,0.70296,0.7538758236203078,0.9308315823620308,True,0.9333333333333332,1.0,0.8470588235294118,0.9455292216536494,0.7538758236203078,0.45,0.923529411764706,0.6019379118101539,0.7627336617874299
chatcmpl-e9ebeb0111704fc80961f1a4d5951fac,roaldnefs__salt-lint-18,roaldnefs/salt-lint,26941,57,57,submit,True,False,1,True,1817,810.561403508772,57,0.7894736842105263,1.0,0.087719298245614,1,56,0.0020778321284792,0.5625,1.0,1.0,0.8771929824561403,0.9189438596491228,0.7616007779783358,0.9394402532364302,True,0.912280701754386,0.9,0.8262295081967213,0.9979221678715208,0.7616007779783358,0.5625,0.8631147540983606,0.6620503889891679,0.7625825715437642
chatcmpl-8855474359af1cc9ae240d20c1453931,mrkwjc__einsumt-2,mrkwjc/einsumt,45449,55,55,submit,True,False,1,True,2008,2483.1272727272726,55,0.8181818181818182,1.0,0.0363636363636363,2,54,0.0654965878803854,0.8,1.0,1.0,0.7272727272727273,0.7516872727272728,0.6499674267370411,0.8732043790373406,True,0.9636363636363636,0.8,0.8,0.9345034121196144,0.6499674267370411,0.8,0.8,0.7249837133685206,0.7624918566842603
chatcmpl-430b0c929877fbe6fced5d8ae81d6858,mherrmann__gitignore_parser-17,mherrmann/gitignore_parser,26013,53,53,submit,True,False,1,True,1476,968.509433962264,53,0.9056603773584906,1.0,0.0188679245283018,1,52,0.0248193099686349,0.6111111111111112,1.0,1.0,0.7547169811320754,0.9031490566037736,0.6745743946532005,0.9038731941823012,True,0.981132075471698,0.9,0.8634920634920635,0.9751806900313652,0.6745743946532005,0.6111111111111112,0.8817460317460317,0.6428427528821559,0.7622943923140938
chatcmpl-6b6fdd0dd9315928ac29582ed5a34d00,stummjr__flake8-scrapy-19,stummjr/flake8-scrapy,20962,31,31,submit,True,False,1,True,5915,2940.967741935484,31,0.935483870967742,1.0,0.032258064516129,1,30,0.0145552264999451,0.5192307692307693,1.0,1.0,1.0,0.7059032258064516,0.710314024447211,0.9269168863156888,True,0.967741935483871,0.9,0.9181818181818182,0.9854447735000548,0.710314024447211,0.5192307692307693,0.9090909090909092,0.6147723968389902,0.7619316529649497
chatcmpl-172ef89f5736a7835a4f6272313786cd,ilevkivskyi__com2ann-21,ilevkivskyi/com2ann,27557,40,40,submit,True,False,1,True,1444,2663.85,40,0.925,1.0,0.025,1,39,0.0066726730108677,0.6829268292682927,1.0,1.0,1.0,0.733615,0.6422488983973202,0.924267139839732,True,0.975,0.9,0.819047619047619,0.9933273269891324,0.6422488983973202,0.6829268292682927,0.8595238095238096,0.6625878638328064,0.761055836678308
chatcmpl-ae1e4a53d378320151589f5b30ccc397,scrapinghub__price-parser-31,scrapinghub/price-parser,32736,35,35,submit,True,False,1,True,999,3510.942857142857,35,0.9428571428571428,1.0,0.0285714285714285,0,34,0.0043700104977905,0.4523809523809524,1.0,1.0,1.0,0.6489057142857143,0.745237987954037,0.9218596559382608,True,0.9714285714285714,1.0,0.8455696202531646,0.9956299895022094,0.745237987954037,0.4523809523809524,0.9227848101265824,0.5988094701674946,0.7607971401470385
